frequency,raw
20.448140695881555,1.8803334912791279
21.474161902294735,1.9664477989124194
22.551665516407777,1.9968410839594704
23.683234758027456,1.971513346420263
24.871582464530277,2.0474965590378744
26.11955759465064,2.082955391592762
27.43015205860792,2.194397436765261
28.806507890947156,2.174135246733897
30.25192478328951,2.128545319163333
31.769867995051694,2.1032175816241256
33.363976661099535,2.052562106545718
35.038072516252626,1.9563167038967393
36.796169057556185,1.8651368487556041
38.642481166286004,1.8094158261693565
40.581435212754236,1.7233015185360614
42.61767966814155,1.6523838534262865
44.756096248796425,1.6777115909654903
47.001811619719284,1.6321216633949227
49.36020968528924,1.6219905683792426
51.836944496699665,1.6827771384733339
54.43795380704683,1.7334326135517415
57.1694733065689,1.7435637085674216
60.038051572162786,1.7891536361379927
63.05056576701934,1.7891536361379927
66.21423812801498,1.7891536361379927
69.53665328038718,1.738498161059585
73.02577642120396,1.738498161059585
76.68997241522085,1.7233015185360614
80.53802584890572,1.6422527584106064
84.5791620907095,1.6219905683792426
88.82306940807274,1.6118594733635625
93.27992219419176,1.5257451657302639
97.96040536022784,1.5105485232067437
102.87573995143933,1.4801552381596998
108.03771004864639,1.3991064780342448
113.45869101952539,1.3281888129244734
119.15167918745982,1.2876644328617424
120.75329858868258,-56.495035989079184
121.29194167414647,-53.931868950111706
125.13032298907929,1.2876644328617424
131.40895569518065,1.2370089577833383
138.00262977348072,1.1762223876892435
144.92715297557774,1.1508946501500397
152.19912623464185,1.054649247501068
159.83598346468588,0.9736004873756094
167.85603335683587,0.9077483697736746
176.2785032728022,0.9128139172815182
185.1235853407821,0.9533382973442457
194.41248486430408,0.9938626774069732
204.1674711600718,0.9736004873756094
214.41193094668574,0.9533382973442457
225.1704244122363,0.9533382973442457
236.46874409518645,0.9381416548207255
248.3339767197065,0.8520273471874269
260.7945681337049,0.6443398993659528
273.88039150523736,0.4163902615131114
287.62281894078984,0.2137683611994774
303.10223497340684,-0.12393480598991857
317.2109241670768,-0.3535729596787007
333.1275368284372,-0.6676369051648408
349.84279335515936,-0.9867663981588137
367.3967670993594,-1.326158081184147
385.83154216365193,-1.6013861624435037
405.1913142940708,-1.7820573568898297
425.52249683546836,-1.9188271396015324
446.8738320034137,-1.9897448047113073
469.2965077393531,-2.14171122994653
492.8442804291805,-2.3190053927209675
517.573603779427,-2.4203163428777756
524.5307522730681,-54.0433109952842
543.5437641600397,-2.5672172206051656
570.8170227382224,-2.7394458358717557
599.4587647440868,-2.911674451138346
629.5376562259694,-3.1294929939755036
655.2668848613594,-54.055198146769285
661.1258086712223,-3.2662627766872063
694.2989518871408,-3.3523770843205014
703.6316165979879,-54.11591717622993
729.1366155564895,-3.4384913919538036
740.1719085521133,-54.085101762223886
765.7223199028986,-3.5296712470949387
773.4289667428149,-54.00152022834452
804.1437759232259,-3.636047744759594
807.7308123825377,-54.067191433535456
844.4930956669307,-4.021029355355502
854.757005850606,-54.23435450129419
882.9285421531775,-54.4890791759742
886.867013066584,-4.09194702046527
931.3671158489319,-3.9197184051986866
978.1000890825013,-3.6816376723301545
1027.177970945637,-3.3473115368126614
1078.7184213281475,-3.018050948803001
1132.8450039105019,-2.7039870033168683
1189.6874823968471,-2.3392675827523277
1249.382131612035,-1.9897448047113073
