frequency,raw
4916.935548524667,8.625458688446969
4995.685965605977,7.958885732323228
5064.189436180065,7.232520517676765
5121.99268047637,6.559303977272727
5168.709952172561,5.948094223484848
5215.853328240787,5.297022964015149
5263.426695143811,4.645951704545453
5307.41669876109,3.774903987794609
5477.6027150531145,3.059084145021643
5520.398422043221,2.9097616792929273
5799.311165320082,2.914823457792206
5963.3142317736765,2.2064275568181806
6183.87252557735,1.5440018078512345
6500.52113770508,1.5802395402892522
6725.664609442429,2.2276870265151487
6848.912586600758,2.8588275331439377
6958.605853357139,3.5741201073232283
7054.025912703159,4.291627209595955
7134.541380823563,4.9648437499999964
7199.6149427960445,5.509617660984848
7265.282035346283,6.067678740530301
7348.208805298918,6.754182449494948
7568.275207065899,7.79501065340909
7589.301131378128,7.501216593013467
7812.645985164424,6.745324337121211
7883.90448316,6.047747987689391
7937.774558392318,5.284916877104372
8028.377235829645,4.499792850378785
8101.6034007235,3.755711410984844
8175.497455412212,2.97176846590909
8250.065491663387,2.187825520833332
8325.31365680709,1.4171697443181799
8401.248154242743,0.6996626420454533
8535.803872864826,-0.13742897727273018
8652.851300076367,-0.8283617424242458
8791.436734458975,-1.5259380918560623
8993.275053368741,-2.205798216540405
9334.370411388545,-2.7284268465909136
9714.828716322898,-2.4848287563131315
9915.334428639733,-1.9887744633838444
10074.13999239994,-1.3731356534090935
10235.489011175476,-0.6954900568181834
10375.843413977398,-0.031131628787882448
10518.12243008938,0.6155105744949481
10857.740334044138,1.2685950413223104
11182.911257999136,0.593365293560602
11284.909666857784,-0.017844460227276926
11387.838394769307,-0.722064393939398
11491.705927096815,-1.5458688446969724
11587.749857141114,-2.4493963068181834
11658.103783648654,-3.1934777462121247
11728.884857362122,-3.7781131628787925
11809.027369363235,-4.4424715909090935
11889.71748860135,-5.15997869318182
11943.816974399799,-5.904060132575761
12080.145083587267,-6.58502752130682
12351.878495384895,-7.342263257575766
12413.715145772103,-7.874990135732332
12785.484878651814,-6.683574021464651
12902.100228986097,-6.175708912037038
12990.259225771888,-5.412434895833336
13108.742305993295,-4.628491950757578
13228.306060591896,-3.751538825757578
13348.96034630935,-2.9011600378787925
13470.715109789842,-2.0507812500000036
13593.580388399996,-1.2004024621212146
13717.566311056507,-0.3633108428030347
13842.683099061082,0.4604936079545432
13968.941066942993,1.2577237215909065
14096.35062330959,1.9752308238636331
14224.922271704163,2.5997277462121176
14617.716246769382,3.60955255681818
14947.4219864649,2.84090909090909
15089.70525291859,2.1612511837121176
15227.337206748385,1.3374467329545432
15366.224490248147,0.4604936079545432
15506.37855317602,-0.4031723484848513
15647.810949722354,-1.1472537878787925
15862.381954449898,-1.8514737215909136
16153.06051223195,-2.456039891098488
16374.55976440664,-3.1669034090909136
16523.910769989878,-3.84454900568182
16674.6239937451,-4.52219460227273
16903.27519839522,-5.166622277462125
17291.34927014968,-5.713610716540405
17971.63208258887,-6.181882747933891
18636.328316083167,-6.491352982954545
18934.81069667816,-7.113192471590914
19107.513539305102,-7.711115056818187
19281.791590278644,-8.402047821969703
19457.6592169439,-9.199277935606062
19635.130917689345,-10.009795217803031
19814.221323141945,-10.727302320075765
